Age,Gender,Education Level,Job Title,Years of Experience,Salary,Salary_lpa
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,5.4
38,Male,Master's Degree,Senior HR Generalist,8,95000,11.4
27,Female,High School,Junior HR Generalist,1,32000,3.84
33,Male,Bachelor's Degree,Web Developer,5,70000,8.4
42,Female,Master's Degree,Director of HR,12,120000,14.4
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,8.4
36,Female,Master's Degree,Web Developer,7,85000,10.2
30,Male,High School,Junior HR Coordinator,2,33000,3.96
43,Female,PhD,Senior Human Resources Manager,15,150000,18
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,6
25,Female,Master's Degree,Junior HR Generalist,1,32000,3.84
37,Male,PhD,Director of HR,11,115000,13.8
24,Female,Bachelor's Degree,Web Developer,1,40000,4.8
39,Male,Master's Degree,Senior HR Generalist,10,105000,12.6
31,Male,High School,Junior HR Generalist,2,35000,4.2
44,Female,PhD,Director of HR,13,135000,16.2
28,Male,Bachelor's Degree,Web Developer,4,65000,7.8
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,9.6
45,Male,PhD,Director of HR,14,140000,16.8
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,5.4
38,Male,Master's Degree,Senior HR Generalist,8,95000,11.4
27,Female,High School,Junior HR Generalist,1,32000,3.84
33,Male,Bachelor's Degree,Web Developer,5,70000,8.4
42,Female,Master's Degree,Director of HR,12,120000,14.4
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,8.4
36,Female,Master's Degree,Web Developer,7,85000,10.2
30,Male,High School,Junior HR Coordinator,2,33000,3.96
43,Female,PhD,Senior Human Resources Manager,15,150000,18
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,6
25,Female,Master's Degree,Junior HR Generalist,1,32000,3.84
37,Male,PhD,Director of HR,11,115000,13.8
24,Female,Bachelor's Degree,Web Developer,1,40000,4.8
39,Male,Master's Degree,Senior HR Generalist,10,105000,12.6
31,Male,High School,Junior HR Generalist,2,35000,4.2
44,Female,PhD,Director of HR,13,135000,16.2
28,Male,Bachelor's Degree,Web Developer,4,65000,7.8
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,9.6
45,Male,PhD,Director of HR,14,140000,16.8
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,5.4
38,Male,Master's Degree,Senior HR Generalist,8,95000,11.4
27,Female,High School,Junior HR Generalist,1,32000,3.84
33,Male,Bachelor's Degree,Web Developer,5,70000,8.4
42,Female,Master's Degree,Director of HR,12,120000,14.4
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,8.4
36,Female,Master's Degree,Web Developer,7,85000,10.2
30,Male,High School,Junior HR Coordinator,2,33000,3.96
43,Female,PhD,Senior Human Resources Manager,15,150000,18
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,6
25,Female,Master's Degree,Junior HR Generalist,1,32000,3.84
37,Male,PhD,Director of HR,11,115000,13.8
24,Female,Bachelor's Degree,Web Developer,1,40000,4.8
39,Male,Master's Degree,Senior HR Generalist,10,105000,12.6
31,Male,High School,Junior HR Generalist,2,35000,4.2
44,Female,PhD,Director of HR,13,135000,16.2
28,Male,Bachelor's Degree,Web Developer,4,65000,7.8
32,Female,Master's Degree,Senior Human Resources Manager,6,80000,9.6
45,Male,PhD,Director of HR,14,140000,16.8
26,Female,Bachelor's Degree,Junior Web Developer,2,45000,5.4
38,Male,Master's Degree,Senior HR Generalist,8,95000,11.4
27,Female,High School,Junior HR Generalist,1,32000,3.84
33,Male,Bachelor's Degree,Web Developer,5,70000,8.4
42,Female,Master's Degree,Director of HR,12,120000,14.4
29,Male,Master's Degree,Senior Human Resources Manager,4,70000,8.4
36,Female,Master's Degree,Web Developer,7,85000,10.2
30,Male,High School,Junior HR Coordinator,2,33000,3.96
43,Female,PhD,Senior Human Resources Manager,15,150000,18
34,Male,Bachelor's Degree,Junior Web Developer,3,50000,6
25,Female,Master's Degree,Junior HR Generalist,1,32000,3.84
37,Male,PhD,Director of HR,11,115000,13.8
28,Male,Bachelor's Degree,Software Engineer,3,60000,7.2
37,Female,Master's Degree,Marketing Manager,9,100000,12
43,Male,PhD,Data Scientist,15,150000,18
31,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,6.6
24,Male,High School,Junior Sales Associate,1,30000,3.6
29,Female,Master's Degree,Software Developer,5,70000,8.4
35,Male,Bachelor's Degree,Operations Manager,8,90000,10.8
26,Female,Master's Degree,Marketing Coordinator,2,40000,4.8
42,Male,PhD,Data Scientist,12,130000,15.6
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
30,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
36,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
31,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
27,Female,Master's Degree,Human Resources Coordinator,3,50000,6
42,Male,PhD,Data Scientist,13,140000,16.8
34,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
28,Male,High School,Junior Sales Associate,2,35000,4.2
39,Female,Master's Degree,Marketing Manager,10,110000,13.2
31,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
45,Male,PhD,Data Scientist,18,180000,21.6
25,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
40,Female,Master's Degree,Human Resources Manager,11,120000,14.4
33,Male,Bachelor's Degree,Operations Manager,6,75000,9
29,Female,High School,Junior Sales Associate,1,30000,3.6
44,Male,PhD,Data Scientist,16,160000,19.2
26,Male,Bachelor's Degree,Software Developer,3,60000,7.2
27,Male,Bachelor's Degree,Software Engineer,3,60000,7.2
38,Female,Master's Degree,Marketing Manager,9,100000,12
44,Male,PhD,Data Scientist,15,150000,18
30,Female,Bachelor's Degree,Human Resources Coordinator,4,55000,6.6
23,Male,High School,Junior Sales Associate,1,30000,3.6
28,Female,Master's Degree,Software Developer,5,70000,8.4
34,Male,Bachelor's Degree,Operations Manager,8,90000,10.8
25,Female,Master's Degree,Marketing Coordinator,2,40000,4.8
41,Male,PhD,Data Scientist,12,130000,15.6
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
26,Male,High School,Junior Sales Associate,2,35000,4.2
37,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
46,Male,PhD,Data Scientist,18,180000,21.6
26,Female,Bachelor's Degree,Junior Software Developer,1,35000,4.2
39,Female,Master's Degree,Human Resources Manager,11,120000,14.4
32,Male,Bachelor's Degree,Operations Manager,6,75000,9
28,Female,High School,Junior Sales Associate,1,30000,3.6
43,Male,PhD,Data Scientist,16,160000,19.2
27,Male,Bachelor's Degree,Software Developer,3,60000,7.2
35,Female,Master's Degree,Marketing Coordinator,8,85000,10.2
30,Male,Bachelor's Degree,Operations Manager,5,70000,8.4
26,Female,Master's Degree,Human Resources Coordinator,3,50000,6
41,Male,PhD,Data Scientist,13,140000,16.8
33,Female,Bachelor's Degree,Human Resources Manager,6,75000,9
27,Male,High School,Junior Sales Associate,2,35000,4.2
38,Female,Master's Degree,Marketing Manager,10,110000,13.2
29,Male,Bachelor's Degree,Software Engineer,4,65000,7.8
